Controlled by,LABEL,question,answer,context
,,What is intended for the review of the compliance risks?,Enterprise Compliance and Integrity Risk AssessmentECRA,followsinternational standardsin the fight against corruption.The Enterprise Compliance and Integrity Risk AssessmentECRA is performed at the Group level and is intended for thereview of the
,,What is one of the NLBs best-rated traits?,the impression of being important for economicstability,"One of the NLBs best-ratedtraits is the impression of being important for economicstability, which indicates our responsibility to the communityin which we oper"
,,What is the purpose of the Groups materiality assessment?,to determine the level oftransitional and physical risk,"ality assessment, as part of itsoverall risk identification process, to determine the level oftransitional and physical risk to which the Groups is exposed.In this process identification of en"
,,How can we expect its impact to increase in the long run?,if no adequate policy changes willbe timely implemented,"h we can expect that its impact will increasein the long run, namely if no adequate policy changes willbe timely implemented. "
,,What can business activities give rise to?,significant or long-term environmental and social risks,"High activity riskThe clients business activities may give rise to significant or long-term environmental and social risksand impacts. These may require more specialised risk assessment, and "
,,"The Supervisory Board regularly monitors the implementation and discusses main topics and initiatives, business opportunities, and what else?","risks relatedto climate change, ESG, and sustainability","nd discusses maintopics and initiatives, business opportunities, and risks relatedto climate change, ESG, and sustainability."
,,What is the prohibition of trading during closed periods?,prohibition of trading on the basis of such information,"o protect the confidentiality ofinside information on the Bank., the prohibition of trading on the basis of such information, and the prohibition of trading during closed periods. "
,,What defines a minimum standard for testing the adequateness of the control system?,technologicalsupport for the implementation of controls,"oncerning activities related to this Policy, defines the framework of technologicalsupport for the implementation of controls, defines the minimum standard for testing the adequateness of the con"
,,What do NLB Group members in the region often take part in?,local sustainability-relatedinstitutions and initiatives,"Furthermore, NLB Group members inthe region frequently take part in local sustainability-relatedinstitutions and initiatives as active members, supportersor active participants in expert discus"
,,"What are the environmental, social and governance factors of NLB Skladi taken into account?",their impact on companys risks andbusiness opportunities,"di, taking into account environmental, social andgovernance factors, their impact on companys risks andbusiness opportunities, and to actively contribute to a morebalanced and inclusive economic"
,,"What is the aim of the introduction of environmental, social and governance criteria in its business and investment decisions?",lasting benefit of customers/investors and wider society,iaESG in its business andinvestment decisions with the aimof the lasting benefit of customers/investors and wider society.SustainableoperationManagement its directenvironmental and social
,,What is one way to measure employee engagement?,providing feedback opportunities and grievance mechanism," Measuring employee engagement, providing feedback opportunities and grievance mechanism. Ensuring equal opportunities, respecting diversity. Improving th"
,,What does the management body as a whole always have?,"adequatea wide range of knowledge, skills and experience","uitability and ensuresthat the management body as a whole always has adequatea wide range of knowledge, skills and experience to be able tounderstand the banks activities and its main risks."
,,What is the purpose of Standard - Procurement in the Members of the NLB Group?,to ensure a uniform and transparentProcurement procedure,"ndard - Procurement in the Members of the NLB Group,which purpose is to ensure a uniform and transparentProcurement procedure including the minimum principlesof ethical, social and environmenta"
,,"What is NLBs role as a financial institution, employer and provider of banking products and services?",a drivingforce for progress and prosperity in the region,"s an employer, asa provider of banking products and services, and is a drivingforce for progress and prosperity in the region."
,,Who has granted NLB d.d.?,The Financial Administration of the Republic of Slovenia,CR for the 2022 values in EUR thousandsManagement of tax concernsThe Financial Administration of the Republic of Sloveniahas granted NLB d.d. 
,,What is the unadjusted median gender pay gap from gross full pay?,the difference between average gross full hourlyearnings,full payThe unadjusted Gender Pay Gap from gross full payrepresents the difference between average gross full hourlyearnings basic pay plus all fixed allowances and bonusesof male paid employ
,,"What is the basis for annual, semi-annual or quarterly employee performance appraisals?","Planning annual, semi-annual or quarterly employee goals","Planning annual, semi-annual or quarterly employee goalsand defining key competencies are the basis for annual, semi-annual "
,,What is paid of part of earnings based on work performance?,"Planning annual, semi-annual or quarterly employee goals","Planning annual, semi-annual or quarterly employee goalsand defining key competencies are the basis for annual, semi-annual "
,,What is NLB recognising as the population ages?,the importance ofproviding safe digital banking services,"tal and financial literacyAs the population ages, NLB is recognising the importance ofproviding safe digital banking services that meet the needs ofthe older population, some of which are transi"
,,What are NLB and NLB group committed to?,Transitioning operational and attributable GHG emissions,"e UN Net-Zero Banking Alliance, NLB andNLB Group are committed to Transitioning operational and attributable GHG emissionsfrom their lending and investment portfolios to align withpathways t"
,,What are NLB Group committed to?,Transitioning operational and attributable GHG emissions,"e UN Net-Zero Banking Alliance, NLB andNLB Group are committed to Transitioning operational and attributable GHG emissionsfrom their lending and investment portfolios to align withpathways t"
,,What is the purpose of the project?,enables easier use of public infrastructure for citizens,"tedestablishing a city card system in the city of Kranj. Theproject enables easier use of public infrastructure for citizens,therefore encouraging them to engage in more sustainablepractices. "
,,"What is the name of the chapter on Labor management relations and social dialogue in the Sustainability Report, page 58?","Health and safety in the Sustainability Report, page 572","fetyGRI 3 Material3-3 Management of material topics 1. See Chapter Health and safety in the Sustainability Report, page 572. See Appendix 5 Overview of sustainability  related policies in NLB"
,,What is the responsibility of the Management Board and the Supervisory Board?,managing and supervising the implementation of ESG risks,"s, the Management Board and the Supervisory Boardare responsible for managing and supervising the implementation of ESG risks includingclimate- related in risk management framework, respective"
,,What are identified and their materiality and impact on the Groups financial performance in the short- and long-term assessed?,environmental risk factors relevanttransmission channels, of environmentalrisk to which the Group is exposed. In this process environmental risk factors relevanttransmission channels are identified and their materiality and impact on the Groupsfinanc
,,What are the UN Guiding Principles on Business and Human Rights?,International Labour Organizationfundamental conventions,o implementthese?UN Guiding Principles on Business and Human RightsInternational Labour Organizationfundamental conventionsUN Global CompactUN Declaration on the Rights of Indigenous Peoples
,,What is the name of the step that has been completed?,"the initial impact analysis has been carried out, apilot"," to a question if you have completed one of thedescribed steps, e.g. the initial impact analysis has been carried out, apilot has been conducted. 1. "
,,What is the overview of indicators found in the Annex of this template?,climatechange mitigation and financial health  inclusion,A package of indicators has been developed for climatechange mitigation and financial health  inclusion to guideand support banks in their target setting and implementation
,,What are some of the uses of NLB green partner loans?,"heat pumps, charging stations, IRpanels, and gas boilers","chase and installation of solar power plantswith or w/o battery, for heat pumps, charging stations, IRpanels, and gas boilersNLB Group finances corporate clients for projects such as wind far"
,,What is the CEO Statement Key Highlights 2022 About NLB Group at a Glance Sustainability Strategy Governance Sustainable Operations Sustainable Finance and Risk Management Metrics and Targets Contribution to Society Appendices Contents Governance  Culture We will implement our commitment to these Principles through what?,effective governance and aculture of responsible banking, CultureWe will implement our commitment to thesePrinciples through effective governance and aculture of responsible banking.Governance Structure for Implementation of thePrinciplesDoes your 
,,What is the purpose of the standard procurement?,to ensure a uniform and transparentprocurement procedure,"the purchasing process within the Bank and the Group. Its purpose is to ensure a uniform and transparentprocurement procedure including the minimum principles of ethical, social and environmenta"
,,What do private individuals and corporates do to maintain professional and friendly relationships with clients?,sales and legal obligations through day-to-day operations,Ensuring professional and friendly relationships with clients through sales and legal obligations through day-to-day operations.
,,What are the two main areas of focus in all bank groups?,"Employees Attraction,Development, Diversity,and Inclusion","ar 2023 to further enhance its existing risk management framework.8. Employees Attraction,Development, Diversity,and InclusionKeep focus on exploring and understanding the corporate culture in al"
,,What does the Management Board and Supervisory Board do to avoid conflicts of interest?,recognising and implementing all the necessaryprecautions,eManagement Board and the Supervisory Board pay specialattention to recognising and implementing all the necessaryprecautions to avoid any conflicts of interest that couldaffect their judgement.
,,What does the policy contain?,specific objectives and the manner oftheir implementation,"t in relation to the aspects specified in thispolicy, which contains specific objectives and the manner oftheir implementation. "
,,What is the Supervisory Board level of control?,"risk management, compliancelevel of controlinternal audit","isory Boardlevel of controlorganisational unitslevel of controlrisk management, compliancelevel of controlinternal auditContentsSustainability - related governanceThe NLB Group has imple"
,,What is a representative of each NLB Group core member responsible for?,active collaboration with theSustainable Development unit,"esentative a specialist or a middlemanager, who is responsible for active collaboration with theSustainable Development unit, for managing and executingthe sustainability initiatives locally an"
,,What does the Bank ensure for the management body appropriate continuity?,a suitable ratio between the existing and the new members," Bank ensures for the management body appropriate continuity,meaning a suitable ratio between the existing and the new membersof the management body and senior management.International experienc"
,,What does continuity mean?,a suitable ratio between the existing and the new members," Bank ensures for the management body appropriate continuity,meaning a suitable ratio between the existing and the new membersof the management body and senior management.International experienc"
,,What is the unadjusted Gender Pay Gap from gross basic pay?,the difference between median gross basic hourly earnings,e bank.The unadjusted Gender Pay Gap from gross basic pay represents the difference between median gross basic hourly earningsof male paid employees and of female paid employees as a percentage o
,,What is the basic principles and framework for rewarding employees in NLB and the Group set out in?,Remuneration Policy for Employees in NLB and in the Group,mework for rewardingemployees in NLB and the Group is set out in theRemuneration Policy for Employees in NLB and in the Group.
,,How is customer experience measured?,"through customer feedback, research, surveys andanalytics","ile providingcustomers with a better overall service. It is measuredthrough customer feedback, research, surveys andanalytics to gain insight into how customers interact withour services and pro"
,,"In addition to environmental risk factors and transmission channels, what other factors are identified in the Materiality Assessment?",materiality andimpact to the Groups financial performance," environmental risk factors,relevant transmission channels and their materiality andimpact to the Groups financial performance in the short-and long-term period is assessed. From the perspective "
,,What does the Bank rely on for back book?,actualdata from the public EPC registry and modelled EPCs,For back book the Bank relies on actualdata from the public EPC registry and modelled EPCs. Formodelled EPCs in Slovenia an external provider modelledmissing 
,,What does NLB Groups strategy and risk management process include?,metrics to assess climate-related risks and opportunities,"include a detailed descriptionat this stage, but rather outlines the metrics to assess climate-related risks and opportunities in line with NLB Groups strategyand risk management process. Mandat"
,,What is the main reason for the higher number of retirements and early retirements in NLB Komercijalna banka and N Banka ex Sberbank?,optimisation of processes and right sizing staffing level,"e higher number of retirements and early retirements, but also to the optimisation of processes and right sizing staffing level in NLB Komercijalna banka and N Bankaex Sberbank.CEO StatementKe"
,,What does the Bank consider the interests of?,"itsemployees, customers, creditors and other stakeholders","owever, is to maximise its value. The Bank considers the interests of itsemployees, customers, creditors and other stakeholders and the Bank as a whole, with the aim of long-term success in the con"
,,Who is the OECD CRS?,The Organization for Economic cooperation and Development,r the BankNPS Net Promoter ScoreNZBA Net Zero Banking AllianceOECD The Organization for Economic cooperation and DevelopmentOECD CRS OECD Common Reporting StandardsOU organisational unitPACI 
,,What is NLB Group at a Glance Sustainability Strategy Governance Sustainable Operations Sustainable Finance and Risk Management Metrics and Targets Contribution to Society Appendices Contents Sustainability evolution journey focuses on what?,"tacklingenvironmental, social and governanceconsiderations","ustainability evolution journeyOur sustainability journey focuses on tacklingenvironmental, social and governanceconsiderations, aiming to one goal  toempower us and our stakeholders for successf"
,,What defines basic areas of sustainable operations of NLB Group members?,NLB Group Corporate Social and EnvironmentalResponsibility,"lways prealignedwith NLB in line with group governance processes. NLB Group Corporate Social and EnvironmentalResponsibility, which defines basic areas of sustainableoperations of NLB Group mem"
,,What defines key sponsorships and donations areas?,NLB Group Corporate Social and EnvironmentalResponsibility,"lways prealignedwith NLB in line with group governance processes. NLB Group Corporate Social and EnvironmentalResponsibility, which defines basic areas of sustainableoperations of NLB Group mem"
,,What has been the objective and the purpose of our development efforts?,Training our employees to attain their business objectives,Training our employees to attain their business objectiveswhile also acting in a socially responsible manner toward allstakeho
,,What does GRI 416 Customer Health and Safety 2016 assess?,health and safety impactsof product and service categories,GRI 416 CustomerHealth and Safety 2016416-1 Assessment of the health and safety impactsof product and service categoriesyes Not applicable416-2 ncidents of non-complianceconcerning the he
,,"Chapter Sustainability Strategy, page 14 What is the chapter sustainability strategy?","2. Chapter Sustainable Financeand Risk Management, page 67","ustainability Report 20221. Chapter Sustainability Strategy, page 142. Chapter Sustainable Financeand Risk Management, page 673. Chapter Green finance and solutions for clients, page 73b Descri"
,,What are the SDGs that you are striving to make a positive impact on?,"green mortgages climate, social bonds  financial inclusion","s or impact areas you arestriving to make a positive impact on e.g. green mortgages climate, social bonds  financial inclusion, etc..NLB d.d. offers our clients and customers products forsustai"
,,What is the Corporate Security Policy at NLB?,rulebook and internal regulations in the field of security,"ions of the Corporate Security Policyat NLB, in accordance with this rulebook and internal regulations in the field of security, in order to protect information, persons and property fromabuse, de"
,,What does the Family Friendly Company certificate do?,introduces measures for the work-life balance of employees,"y certificate and the methods of usingthese measures. The regulation introduces measures for the work-life balance of employees and, through these, greater employee satisfactionand retention."
,,What is NLB?,the leading and systemicallymost important bank in Slovenia,"tion and the impact of itsactivities.NLB Group is comprised of NLB, the leading and systemicallymost important bank in Slovenia, seven subsidiary banksin Southeast Europe SEE, several companies "
,,What guarantees that it receives attention from the highest decision-making bodies while also being broadly integrated in our daily operations?,The Banks Corporate Governance is enhanced assustainability," The Banks Corporate Governance is enhanced assustainability is anchored at different levels within the BankManagement Board, Su"
,,What are the key pillars of the NLB Groups socially responsible behaviour?,"promotingentrepreneurship, financial literacy and mentoring","the key pillars of the NLBGroups socially responsible behaviour are promotingentrepreneurship, financial literacy and mentoring, supportfor world-class and youth sports, humanitarianism and thepr"
,,What is considered in our business processes at the following levels?,The mechanism for the protection and respect of humanrights,"the countrieswhere we are present, which all employees must respect.The mechanism for the protection and respect of humanrights is considered in our business processes at the followinglevels Em"
,,Scope 3  emissions related to limited categories were measured,Category 1  Purchased goods and services Paper andWater Use,"In Scope 3, emissions related to limited categories weremeasured Category 1  Purchased goods and services Paper andWater Use Category 5  Waste from operations Category 6  Business travel "
,,What will be updated to enable regular annual screening and feedback to suppliers?,The questionnaire for our annualsupplier evaluation process, were upgraded and took effect in Q1 2023.Annual supplier evaluationThe questionnaire for our annualsupplier evaluation process will beupdated to enable regular annualscreening of and feedback to
,,What was updated in the questionnaire?,The questionnaire for our annualsupplier evaluation process, were upgraded and took effect in Q1 2023.Annual supplier evaluationThe questionnaire for our annualsupplier evaluation process will beupdated to enable regular annualscreening of and feedback to
,,What is the purpose of investing in the Group?,strategically focused on contributing tosustainable finance," are integrated into NLBGroups overall risk managementThe Group is strategically focused on contributing tosustainable finance by incorporating ESG risks into itsbusiness strategies, risk managem"
,,What is the goal of NLB Groups net-zero business strategy?,to set portfolio-related targets to lowerfinanced emissions,ble in H2 2023.The goal of NLB Groups net-zero business strategy is to set portfolio-related targets to lowerfinanced emissions in line with the 1.5 degree Celsius pathway.A 1.3. NLB Group has in 
,,What do the rules determine?,the composition and powers of the Committee and its members," of Procedure of the NLBSustainability CommitteeThe rules determine the composition and powers of the Committee and its members, as well as the manner of its operation and decision-making.Environm"
,,"What defines the principles for approving balance and off-balance transactions in terms of customer creditworthiness, portfolio diversification, industry and type of investments?",NLB and NLB Group Lending Policyfor Non-Financial Companies,mental and social risks when dealing with customers and transactions.NLB and NLB Group Lending Policyfor Non-Financial CompaniesThe policy provides clear investment approval rules that reduce risk 
,,What is ICS aimed at?,ensuring the efficient and consistentimplementation of NLBs,"is a set of rules, procedures and organisational structures aimed at ensuring the efficient and consistentimplementation of NLBs strategies and operations ensuring efficient and consistent processe"
,,What shall be based on their career development plans?,"knowledge, skills and competences required in the workplace","development. The primary purpose is the employees advancement in the knowledge, skills and competences required in the workplace,both current and future, which shall be based on their career develo"
,,What are the key pillars of the NLB Groups socially responsible behaviour?,"promoting entrepreneurship, financial literacyand mentoring","the key pillars of the NLB Groups socially responsible behaviour are promoting entrepreneurship, financial literacyand mentoring, support for world-class and youth sports, humanitarianism and the pr"
,,What does the Supervisory Board set measures for?,improving its effectiveness and monitoringits implementation,"r Listed Companies. If needed the Supervisory Boardsets measures for improving its effectiveness and monitoringits implementation. In this context, climate-change, ESGfactors and other sustainabilit"
,,What has a direct effect on the reduction of paper usage?,"NLB Banka Prishtina, we introduced simple but concrete steps","main on this path,committed to creating better footprints.Photo In NLB Banka Prishtina, we introduced simple but concrete steps that have a direct effect on the reduction of paper usage."
,,Why were vehicle emissions reduced in 2020 and 2021?,COVID situation and respectively lower volume of kmtravelled,"Especially vehicle emissions were reduced in 2020 and 2021due to COVID situation and respectively lower volume of kmtravelled. Space heating emissions were reduced in 2022compared to 2021, also "
,,In office buildings ventilation / heating schedules were reduced?,waste air recovery percentage and reductions ofair exchanges,erereduced and where technically possible accompanied byincrease of waste air recovery percentage and reductions ofair exchanges.
,,What does NLB Group recognise climate-related changes not only as risks but as business opportunities?,a responsibility to support clients in their greentransition,"not only as risks, but also as business opportunities, andrecognise a responsibility to support clients in their greentransition. Therefore, since the introduction of the first greenfinancing offer"
,,"Chapter Sustainable Finance and Risk Management, page 3 What is NLB Groups Risk management framework in the area of ESG, page 70?",The organizationsprocesses for managingclimate-related risks," NLB Groups Risk managementframework in the area of ESG, page 70b The organizationsprocesses for managingclimate-related risksc How processes foridentifying, assessing, andmanaging climate-rel"
,,What aligns the region with the EU Green Deal?,Sofia Declaration on The Green Agenda for the WesternBalkans,"lic of Kosovo,Montenegro, North Macedonia and Serbia also signed theSofia Declaration on The Green Agenda for the WesternBalkans, which aligns the region with the EU Green Deal.7 Operational target"
,,What does the Energy Strategy of the Republic of Kosovo 2022-2031 describe?,directions and key actions for the energysectors development,"le, the Energy Strategy of the Republic of Kosovo20222031 describes directions and key actions for the energysectors development over the next ten years. The vision of theGovernment of the Republic"
,,What is the purpose of NLBs rules on inside information?,regulate the process of identification of inside information,"r act harmful to the Group.NLB Rules on Inside InformationThe rules regulate the process of identification of inside information on NLB within the Bank and the Group, and the process of public discl"
,,"What was the CEO Statement Key Highlights 2022 About NLB Group at a Glance Sustainability Strategy Governance Sustainable Operations Sustainable Finance and Risk Management Metrics and Targets Contribution to Society Appendices Engagement with professional and business associations To strengthen and demonstrate our commitment to a sustainable, green and just transition, NLB has decided to join and adhere to what?","keyinternational initiatives, principles, recommendations and","he Group hasvoluntarily decided over the years to join and adhere to keyinternational initiatives, principles, recommendations andin respective areas. "
,,The final ranking and shortlisting of the top eight material issues is a result of what?,the process of evaluationof internal and externalstakeholders, the top eightmaterial issues is thus aresult of the combination ofthe process of evaluationof internal and externalstakeholders.
,,What is included in the fixed part of the identified employee salary?,"basicsalary, allowances, compensation, reimbursement of costs","G goals. Thefixed part of the identified employee salary consists of basicsalary, allowances, compensation, reimbursement of costs,bonuses, voluntary supplementary pension insurance andother remuner"
,,What does it ensure the management body always has?,"an adequate and wide range of knowledge, skills andexperience","ollectivesuitability and ensures that the management body alwayshas an adequate and wide range of knowledge, skills andexperience to be able to understand the Banks activities andits main risks. In"
,,What did the focus workshops help us to do?,upgrade it and prepare the company for theneeds of the future,"ed a very good insight into the existing culture thatwill help us to upgrade it and prepare the company for theneeds of the future. As part of the project, we also renewedNLBs values. "
,,What is set out in the Remuneration Policy for Employees in NLB?,The basic principles and the framework for rewardingemployees,time employeesand employees on sick leave are excluded.RemunerationThe basic principles and the framework for rewardingemployees in NLB and the Group is set out in theRemuneration Policy for Employ
,,How will the system for managing the customers experience of using financial services and complaint handling be strengthened?,increase the number of respondents to thesatisfaction surveys,"sexperience of using financial services and complainthandling, and increase the number of respondents to thesatisfaction surveys.Similarly to the entire Slovenian banking system, card serviceshave"
,,What are NLB Groups risk management framework in the area of ESG CEO Statement Key Highlights 2022?,They are prepared to beused in the event of natural disasters,"They are prepared to beused in the event of natural disasters, IT disasters, andthe undesired effects of the environment to mitiga"
,,What does NLB Group pay special attention to as part of its performance evaluation process?,the achievement of climate-change related and other ESG goals,"performance evaluation process, NLB Group pays a special attentionto the achievement of climate-change related and other ESG goals. Given sustainabilityroadmap of NLB Group, management board members "
,,What is each employee responsible to do?,reject any form of corruption and bribery with zero tolerance,"defines the following rulesa each employee shall be responsible to reject any form of corruption and bribery with zero tolerance, and to immediately report any identifiedsuspected misconduct throug"
,,What defines the content and scope of activities of control implementation?,NLB Group Policy on theImplementation of Restrictive Measures,ures management of diversity and mitigation of risks in this respect.NLB Group Policy on theImplementation of Restrictive Measuresfinancial sanctions and embargoThe policy defines the content and 
,,What is managements role in assessing and managing climate related risks and opportunities?,the Boardsoversight of climate-related risks and opportunities,"commendations in thisrespect it therefore includes a description of the Boardsoversight of climate-related risks and opportunities, andmanagements role in assessing and managing climate-related ris"
,,What happens to conflicts of interest?,management of the conflicts of interest that ariseunexpectedly,"ofthe Management and Supervisory Boards during their termof office, management of the conflicts of interest that ariseunexpectedly in relation to an individual event. Upon takingthe position, any cha"
,,What are the two forms of bribery and corruption?,zero tolerance for any form of corruption and briberypractices,eryNLB Group is firmly committed to compliance and integrityand has zero tolerance for any form of corruption and briberypractices in the different jurisdictions where it operates.Awareness of the im
,,What is NLBs goal?,provide to employees the safestand healthiest jobs as possible,"o comply with locallaws and regulations.Through joint measures,we provide to employees the safestand healthiest jobs as possible.Number of accidentsNLB Group follows the number of accidents and w"
,,What is the central unit responsible for?,substantivemanagement of the resolution of customer complaints,internal complaint processcentralized unit which is responsible for substantivemanagement of the resolution of customer complaints inthe member and which is the substantive manager of theinstruction
,,Savings Day is for what age group?,"seniors, Savings Day live and online theatre plays forchildren","of activitieswere provided  Digital Corner e-banking education forseniors, Savings Day live and online theatre plays forchildren and Youth Camp.NLB Banka Podgorica introduced a special web platfor"
,,What does the Group incorporate ESG risks into its business strategies?,"risk management framework, andinternal governance arrangements","able finance byincorporating ESG risks into its business strategies, risk management framework, andinternal governance arrangements.2. ESG risks do not represent a new risk category, but rather one of"
,,What strategic business opportunities have your bank identified and how have you worked on them?,the increase of positive and the reduction of negative impacts,unitiesDescribe what strategic business opportunities in relation tothe increase of positive and the reduction of negative impactsyour bank has identified and/or how you have worked onthese in the r
,,What does adhering to policies and other internal acts ensure?,mitigation of risks that refer to the respective business area,"adhering to these policies andother internal acts, the Group ensures mitigation of risks that refer to the respective business area. NLB Group will further develop processes and policies in orderto im"
,,What does NLB Group ensure?,mitigation of risks that refer to the respective business area,"adhering to these policies andother internal acts, the Group ensures mitigation of risks that refer to the respective business area. NLB Group will further develop processes and policies in orderto im"
,,How does the Bank ensure mitigation of risks related to personal data processing?,"By having a common understanding of, and comply with, therules","By having a common understanding of, and comply with, therules, the Bank ensures mitigation of risks related to personal data proces"
,,What is the aim of the Sustainable development policy?,to ensure the sustainable and successful operation ofNLB Skladi,"Therefore, the aim of Sustainable development policy isto ensure the sustainable and successful operation ofNLB Skladi, taking into account environmental, social andgovernance factors, th"
,,Principle 6 transparency and accountability We will periodically review what?,our individual and collectiveimplementation of these Principles,andaccountabilityNLB Groups CommitmentWe will periodically review our individual and collectiveimplementation of these Principles and be transparentabout and accountable for our positive and negativ
,,What is one way to support corporates and private individuals in their sustainability related projects?,"financial products, professional services, andrelevant dialogue","and private individuals in their sustainability related projects with financial products, professional services, andrelevant dialogue. Offering new green products, at a lower interest rate, and new dig"
,,"What are the initiatives regularly reviewed, updated, and monitored to ensure?","they align with relevant laws, regulations andethical standards","iatives are regularly reviewed, updated, and monitoredto ensure that they align with relevant laws, regulations andethical standards.Compliance and integrityprogrammeIn NLB Group, Compliance and Inte"
,,What did the results of climate stress tests show?,no materialimpacts on the Groups capital and liquidity position,"sposable ESG relateddata. The results of climate stress tests showed no materialimpacts on the Groups capital and liquidity position.As systemically important institution, the Group was includedinto 2"
,,How were resource efficiency  security prioritized?,2. Resource efficiency  security3. Inclusive  healthy economies,"to be asprecise as possible.Out those, three areas were prioritised2. Resource efficiency  security3. Inclusive  healthy economies 1. "
,,How will we implement our commitment to governance and culture?,through effective governance and a culture ofresponsible banking,oups CommitmentWe will implement our commitment to these Principlesthrough effective governance and a culture ofresponsible banking.Activities and results in 2022 According to the Articles of Associ
,,How will the NLB Group implement its commitment to these Principles?,through effective governance and a culture ofresponsible banking,oups CommitmentWe will implement our commitment to these Principlesthrough effective governance and a culture ofresponsible banking.Activities and results in 2022 According to the Articles of Associ
,,What is described in detail in the chapter?,"The organisation, roles and responsibilities of individualbodies","overnance frameworkand the listed aspects of the Groups operations.The organisation, roles and responsibilities of individualbodies, as well as the manner of coordinating their operationsto achieve th"
,,What does taking part in this initiative enable the Supervisory Board Members to build their capacity on?,principles and frameworks for climate-change strategy and action,tive enables the Supervisory Board Members to buildtheir capacity on principles and frameworks for climate-change strategy and action. The activities within this initiativewill be fully implemented thro
,,What are the risks of conflicts of interest and corruption in the case of external contractors and suppliers?,"Regular, at minimum annual review, identification, andassessment"," Regular, at minimum annual review, identification, andassessment of risks of conflicts of interest and corruptionin the case of exter"
,,What are some measures taken after the investigation?,"labour legal action, filing of criminal complaint, civil lawsuit","esults of the investigation, different measures are taken afterwards labour legal action, filing of criminal complaint, civil lawsuit, issuing recommendations toimprove the process, informing employees."
,,What was the target of Paperless Collaboration?,50% reduction of number of paper prints in itsoperations by 2025,roject in 2020. After thorough analysis the target was setto achieve 50% reduction of number of paper prints in itsoperations by 2025 compared to the year 2019. The projectsaim is not just reducing p
,,What will have a significant effect on CO2 calculation for BEV?,Use of electric energy obtained from RES RenewableEnergy Sources,"emand management pre-prepared solutionsfor different situations, Use of electric energy obtained from RES RenewableEnergy Sources to support own company car chargingnetwork this will have a signifi"
,,What are the three values that are our indicators for the future?,"Growing people, Encourage entrepreneurship andEncouraging people","The values that are our indicators for the futureare Growing people, Encourage entrepreneurship andEncouraging people. In the coming period, together with ouremployees, we will build on "
,,Who shall re-assess the risks in individual groups of workplaces where dangerous phenomena occurred?,the groupparticipating in the preparation of the risk assessment,"If dangerous phenomena are detected, the groupparticipating in the preparation of the risk assessment shallre-assess the risks in individual groups of workplaces where th"
,,What are Simbiozas activities based on?,"intergenerational cooperation, volunteering and lifelonglearning","hip with the socialenterprise Simbioza. Their activities are based onintergenerational cooperation, volunteering and lifelonglearning. "
,,What was the focus of the 2022 activities?,development ofemployees and the development of leadership skills,"Looking comprehensively at the development ofemployees and the development of leadership skills,a series of activities was organised in 2022 in ourbank, which repr"
,,What are some of the controversial activities the sub-fund will not invest in?,"aviationand defence, gambling, tobacco, breweries, spirit drinks","tivities or sub-activities in which the sub-fund will not invest are aviationand defence, gambling, tobacco, breweries, spirit drinksand wine producers, energy, metals and mining, paperand forest-based"
,,What does NLB Group do when a potential fire is reported?,unifies and coordinates the workof several services and citizens,"t from Montex Elektronika is embedded in thelocal environment, as it unifies and coordinates the workof several services and citizens when a potential fire isreported. SDG 11 Sustainable Cities and Com"
,,What are the responsibilities of all levels of control and roles of all control functions in the Bank?,"internal audit, risk management,compliance and integrity function","all levels of control and roles of allcontrol functions in the Bank internal audit, risk management,compliance and integrity function  including moneylaundering and terrorist financing prevention, and "
,,What are some of the functions in the Bank specified in the internal policy Internal Control System?,"internal audit, risk management,compliance and integrity function","all levels of control and roles of allcontrol functions in the Bank internal audit, risk management,compliance and integrity function  including moneylaundering and terrorist financing prevention, and "
,,"What is the CEO Statement Key Highlights 2022 About NLB Group at a Glance Sustainability Strategy Governance Sustainable Operations Sustainable Finance and Risk Management Metrics and Targets Contribution to Society Appendices Content Responsible procurement and supply chain management In the procurement process, NLB includes what?",Key measures for energy efficiency and carbon footprint reduction,On track.Key measures for energy efficiency and carbon footprint reductionCEO StatementKey Highlights 2022About This ReportNLB Group at aGl
,,What did we do as an upgrade of the current development planning and programmes?,conducted anindependent assessment of identified key competencies,"e current development planningand programmes, at the end of 2022, we conducted anindependent assessment of identified key competencies for allmanagers in NLB Group, which will serve as a guidefor the de"
,,What is the SDG 13  CLIMATE ACTION?,regional models of climate change and the dispersion ofpollutants,"ombinedmeasurements will then serve as input and validation datafor regional models of climate change and the dispersion ofpollutants. SDG 13  CLIMATE ACTIONContribution to SocietyIn NLB Group, we a"
,,What was the focus of the impact analysis?,countries andsectors where the Bank is a major market participant,", corporate and investmentbanking data, it was important to focus on countries andsectors where the Bank is a major market participant."
,,What should include a high-level overview of how your bank has identified relevant stakeholders?,Please describe which stakeholders or groups/types ofstakeholders,"to the impact analysis and target setting process?YesIn progressNoPlease describe which stakeholders or groups/types ofstakeholders you have identified, consulted, engaged,collaborated or partnered w"
,,"The Acceptance Policy stipulates the content, the scope of tasks, and the control activities that employees must implement.",conducting a businessrelationship or a transaction for a customer," tasks, and the control activities that employees must implement when conducting a businessrelationship or a transaction for a customer, delimits the responsibilities and risks among the organisational uni"
,,What defines key areas of social and environmental responsibility of NLB?,NLB Group Corporate Social andEnvironmental Responsibility Policy,NLB Group Corporate Social andEnvironmental Responsibility PolicyThe policy defines key areas of social and environmental responsibili
